StudyInstanceUID,SeriesInstanceUID,Status,MetadataPlane,GeometryPlane,GeometryConfidence,PlaneMatch,PlaneUsed,TargetOrientation,OrientationTransform,MinOrientationAlignment,OriginalSliceCount,RequestedSelectedSlices,EncodedSliceCount,DecodeFailures,PhysicalSpanMM
1.2.826.0.1.3680043.8.498.53262958748075737242820629127001253146,1.2.826.0.1.3680043.8.498.10137254015924957886233054309763173499,OK,Coronal,Coronal,0.9877953853442589,True,Coronal,IL,none,0.9834076361859059,37,24,24,0,118.80040973466973
1.2.826.0.1.3680043.8.498.53262958748075737242820629127001253146,1.2.826.0.1.3680043.8.498.10050717991446997908905340020744994412,OK,Sagittal,Sagittal,0.9857479350352043,True,Sagittal,IP,none,0.9871543876148575,53,24,24,0,114.39985148293896
1.2.826.0.1.3680043.8.498.53262958748075737242820629127001253146,1.2.826.0.1.3680043.8.498.55361082686815836481833699128493681355,OK,Sagittal,Sagittal,0.9857479350352043,True,Sagittal,IP,none,0.9871543876148575,53,24,24,0,114.39984919354214
1.2.826.0.1.3680043.8.498.53271710112621372496324855809391580130,1.2.826.0.1.3680043.8.498.51019077351832620554300010316866835302,OK,Axial,Axial,0.9949653294867062,True,Axial,PL,none,0.9934565285591063,36,24,24,0,115.49998152464417
1.2.826.0.1.3680043.8.498.53271710112621372496324855809391580130,1.2.826.0.1.3680043.8.498.11486821237325036782873544058039857458,OK,Coronal,Coronal,0.9785652540067686,True,Coronal,IL,none,0.9866868148632539,30,24,24,0,95.70002485932125
1.2.826.0.1.3680043.8.498.53271710112621372496324855809391580130,1.2.826.0.1.3680043.8.498.10807407389534589430771334753698607480,OK,Sagittal,Sagittal,0.9790520706928736,True,Sagittal,IP,none,0.9754312171243363,32,24,24,0,102.30043072661019
1.2.826.0.1.3680043.8.498.53271710112621372496324855809391580130,1.2.826.0.1.3680043.8.498.69648500523933419823813871850860245813,OK,Sagittal,Sagittal,0.9790520706928736,True,Sagittal,IP,none,0.9754312171243363,32,24,24,0,102.30043072661019
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,1.2.826.0.1.3680043.8.498.74491703286119514590952118398217081838,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,28,24,24,0,108.0
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,1.2.826.0.1.3680043.8.498.76387646705818399878024891475824953262,OK,Coronal,Coronal,0.9954195470797298,True,Coronal,IL,none,0.9954195470797298,32,24,24,0,114.700033581226
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,1.2.826.0.1.3680043.8.498.98424760642661901160887003459105226000,OK,Coronal,Coronal,0.995419537939795,True,Coronal,IL,none,0.995419537939795,32,24,24,0,114.699905279549
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,1.2.826.0.1.3680043.8.498.95582854088759363041140572026863870820,OK,Sagittal,Sagittal,0.9963667776881785,True,Sagittal,IP,none,0.9963667776881785,26,24,24,0,100.000012570424
1.2.826.0.1.3680043.8.498.53331626867618182966740022261110760133,1.2.826.0.1.3680043.8.498.67377713619104366528757124137570016916,OK,Sagittal,Sagittal,0.9963667776881785,True,Sagittal,IP,none,0.9963667776881785,26,24,24,0,99.99998848728399
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.92986722488678371847610727544719312961,OK,Axial,Axial,0.989651091764076,True,Axial,PL,none,0.9898192750991187,38,24,24,0,166.49989367168772
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.14123191288058159040937732864909053406,OK,Axial,Axial,0.989651091764076,True,Axial,PL,none,0.9898192750991187,38,24,24,0,166.49989367168772
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.84253484594975398732092109649283173268,OK,Axial,Axial,0.989651091764076,True,Axial,PL,none,0.9898192750991187,38,24,24,0,166.49989367168772
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.11636344058913130477537424604541239422,OK,Coronal,Coronal,0.9869094690065141,True,Coronal,IL,none,0.9876456298502403,34,24,24,0,131.99991529877096
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.41554468574760235089349929159727188991,OK,Coronal,Coronal,0.9869094690065141,True,Coronal,IL,none,0.9876456298502403,34,24,24,0,131.99991529877096
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.95849797983906783380050620313365560540,OK,Sagittal,Sagittal,0.9948710939896183,True,Sagittal,IP,none,0.9952490780917813,27,24,24,0,103.99962032385292
1.2.826.0.1.3680043.8.498.53337684515627962545396495541158882262,1.2.826.0.1.3680043.8.498.12201311195815242035806065399358139405,OK,Sagittal,Sagittal,0.9948710939896183,True,Sagittal,IP,none,0.9952490780917813,27,24,24,0,103.99962032385292
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,1.2.826.0.1.3680043.8.498.94428882499585395707278008566549419734,OK,Axial,Axial,0.9995065603726667,True,Axial,PL,none,0.9974357946057895,30,24,24,0,95.69999714192981
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,1.2.826.0.1.3680043.8.498.11590718664561192294686134361779269726,OK,Coronal,Coronal,0.9800558337542743,True,Coronal,IL,none,0.9809151101345849,33,24,24,0,115.19999999114438
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,1.2.826.0.1.3680043.8.498.11543292450071950655908719863629942307,OK,Coronal,Coronal,0.9800558337542743,True,Coronal,IL,none,0.9809151101345849,33,24,24,0,115.19999999114438
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,1.2.826.0.1.3680043.8.498.59069276104539541189284932869046710851,OK,Sagittal,Sagittal,0.997052436551639,True,Sagittal,IP,none,0.9970673124086913,30,24,24,0,95.69999719299929
1.2.826.0.1.3680043.8.498.53343379040681745197301575417064236501,1.2.826.0.1.3680043.8.498.13343682341871016534458114897824337251,OK,Sagittal,Sagittal,0.997052436551639,True,Sagittal,IP,none,0.9970673124086913,30,24,24,0,95.69999719299929
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,1.2.826.0.1.3680043.8.498.68759449047542633846131004122763335581,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,36,24,24,0,143.325004577637
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,1.2.826.0.1.3680043.8.498.41906716446374468710457501300385904262,OK,Coronal,Coronal,0.9981347983987602,True,Coronal,IL,none,0.9981347983987602,36,24,24,0,122.8499989285528
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,1.2.826.0.1.3680043.8.498.78323054368542979585590974582740305248,OK,Coronal,Coronal,0.9981347983987602,True,Coronal,IL,none,0.9981347983987602,36,24,24,0,122.84999892855339
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,1.2.826.0.1.3680043.8.498.59473177994036969238765143676618961994,OK,Sagittal,Sagittal,0.9993283938028924,True,Sagittal,IP,none,0.9993283938028924,32,24,24,0,108.80999877489309
1.2.826.0.1.3680043.8.498.53355961816756477601843499985089590263,1.2.826.0.1.3680043.8.498.12979136123941104523472023603848418037,OK,Sagittal,Sagittal,0.9993283938028924,True,Sagittal,IP,none,0.9993283938028924,32,24,24,0,108.80999877489309
1.2.826.0.1.3680043.8.498.53361558447470435467999344560545063264,1.2.826.0.1.3680043.8.498.94170848127157305849798172768767164377,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,127.60000228881779
1.2.826.0.1.3680043.8.498.53361558447470435467999344560545063264,1.2.826.0.1.3680043.8.498.47464682464388742634740123722096900479,OK,Coronal,Coronal,0.999402803374162,True,Coronal,IL,none,0.999402803374162,30,24,24,0,107.30000007559525
1.2.826.0.1.3680043.8.498.53361558447470435467999344560545063264,1.2.826.0.1.3680043.8.498.45491399465874954807009310210511620824,OK,Sagittal,Sagittal,0.9117798704158698,True,Sagittal,IP,none,0.9117798704158698,31,24,24,0,98.99999785423657
1.2.826.0.1.3680043.8.498.53361558447470435467999344560545063264,1.2.826.0.1.3680043.8.498.13157258277738941835157388553110862312,OK,Sagittal,Sagittal,0.9117798704158698,True,Sagittal,IP,none,0.9117798704158698,31,24,24,0,98.99999785423657
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,1.2.826.0.1.3680043.8.498.82757101018953245916855606638952916716,OK,Axial,Axial,0.9998294892005819,True,Axial,PL,none,0.999825088218144,36,24,24,0,115.50003351076467
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,1.2.826.0.1.3680043.8.498.12984265038781937699412353021617713508,OK,Coronal,Coronal,0.999037787993198,True,Coronal,IL,none,0.999005590699386,32,24,24,0,102.30013202927447
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,1.2.826.0.1.3680043.8.498.10287760183216902161714739906565413858,OK,Coronal,Coronal,0.753349089504334,True,Coronal,IL,none,0.7528038573579858,25,24,24,0,86.40006319478702
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,1.2.826.0.1.3680043.8.498.38949698170542496154755237499983588705,OK,Coronal,Coronal,0.999037787993198,True,Coronal,IL,none,0.999005590699386,32,24,24,0,102.30009206774044
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,1.2.826.0.1.3680043.8.498.58702908600035342286287428107054223324,OK,Sagittal,Sagittal,0.9999999999995001,True,Sagittal,IP,none,0.9999999999995001,33,24,24,0,105.6
1.2.826.0.1.3680043.8.498.53370670740736715669115043403494610200,1.2.826.0.1.3680043.8.498.11333764429624897251170212745760528847,OK,Sagittal,Sagittal,0.9999999999995453,True,Sagittal,IP,none,0.9999999999995453,33,24,24,0,105.6
1.2.826.0.1.3680043.8.498.53393741562201846141435914434030220216,1.2.826.0.1.3680043.8.498.12483642605054559485072628559651979699,OK,Axial,Axial,0.9999582257708338,True,Axial,PL,none,0.9999582257708339,30,24,24,0,127.60000251274892
1.2.826.0.1.3680043.8.498.53393741562201846141435914434030220216,1.2.826.0.1.3680043.8.498.11982481054204774343749919511671208513,OK,Coronal,Coronal,0.9734537573808043,True,Coronal,IL,none,0.9735120779384594,30,24,24,0,107.2999935862935
1.2.826.0.1.3680043.8.498.53393741562201846141435914434030220216,1.2.826.0.1.3680043.8.498.10789155880195718818121806715435815351,OK,Sagittal,Sagittal,0.983975365814722,True,Sagittal,IP,none,0.9839269774504822,35,24,24,0,112.19999426162354
1.2.826.0.1.3680043.8.498.53393741562201846141435914434030220216,1.2.826.0.1.3680043.8.498.11347857453911464043261797811326343183,OK,Sagittal,Sagittal,0.983975365814722,True,Sagittal,IP,none,0.9839269774504822,35,24,24,0,112.19999426162354
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,1.2.826.0.1.3680043.8.498.60069200189321209894753992756486374568,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,19,19,19,0,93.59999847412101
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,1.2.826.0.1.3680043.8.498.13392468034280904656163157456644441424,OK,Coronal,Coronal,0.9933870115355415,True,Coronal,IL,none,0.9937372964012946,19,19,19,0,79.19999847643594
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,1.2.826.0.1.3680043.8.498.11838149764282938564694341467168969847,OK,Coronal,Coronal,0.9986295346656664,True,Coronal,IL,none,0.9986295346656664,16,16,16,0,71.99999108679242
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,1.2.826.0.1.3680043.8.498.11118297805637888582992470016030200846,OK,Sagittal,Sagittal,1.0,True,Sagittal,IP,none,1.0,19,19,19,0,79.199996948243
1.2.826.0.1.3680043.8.498.53408696789721413873026963095773050643,1.2.826.0.1.3680043.8.498.11211470412542842776378466183692669102,OK,Sagittal,Sagittal,1.0,True,Sagittal,IP,none,1.0,20,20,20,0,76.949996948243
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.86997783039835350156144124289839106669,OK,Axial,Axial,0.9953024143224711,True,Axial,PL,none,0.9865401297291106,40,24,24,0,128.6999979883835
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.11294289843723911767319012232478314962,OK,Axial,Axial,0.9953024144407908,True,Axial,PL,none,0.9873853702051933,62,24,24,0,73.19999311848055
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.16192467301734647368227346332634110960,OK,Axial,Axial,0.9953024143224711,True,Axial,PL,none,0.9865401297291106,40,24,24,0,128.6999979883838
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.11138360224851736354055539155910758187,OK,Coronal,Coronal,0.9920059102996485,True,Coronal,IL,none,0.9873853702051933,28,24,24,0,94.50000454756771
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.18654559453568022065201362295054382181,OK,Coronal,Coronal,0.9920059102996485,True,Coronal,IL,none,0.9873853702051933,28,24,24,0,94.50000454756771
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.36145710216257536190943014592207935896,OK,Sagittal,Sagittal,0.9736187851789415,True,Sagittal,IP,none,0.9788602064614577,30,24,24,0,95.69999761361902
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.12161311395632993293125729526134485579,OK,Sagittal,Sagittal,0.9736187851789415,True,Sagittal,IP,none,0.9788602064614577,30,24,24,0,95.69999761361318
1.2.826.0.1.3680043.8.498.53490080963614272234072703760363052476,1.2.826.0.1.3680043.8.498.94916954230099347193864449417620558110,OK,Sagittal,Sagittal,0.9736187851789415,True,Sagittal,IP,none,0.9788602064614577,30,24,24,0,95.69999780716034
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,1.2.826.0.1.3680043.8.498.68962735408683973749510804465497634269,OK,Axial,Axial,0.9858353575256759,True,Axial,PL,none,0.9797335218792029,36,24,24,0,115.49977742949318
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,1.2.826.0.1.3680043.8.498.11402231366625625884824685553273831056,OK,Coronal,Coronal,0.9935123088599979,True,Coronal,IL,none,0.985123959875902,32,24,24,0,102.29997789404966
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,1.2.826.0.1.3680043.8.498.92673095526255292767331251054512494412,OK,Coronal,Coronal,0.9935122741187884,True,Coronal,IL,none,0.9851136606254471,32,24,24,0,102.30003844007243
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,1.2.826.0.1.3680043.8.498.73670800841106517459705649137434571264,OK,Sagittal,Sagittal,0.9928863759440604,True,Sagittal,IP,none,0.9947383264760721,33,24,24,0,105.60012364628668
1.2.826.0.1.3680043.8.498.53528011450161116437223332448942321596,1.2.826.0.1.3680043.8.498.45771618087214481407380502706149798981,OK,Sagittal,Sagittal,0.9928863405823936,True,Sagittal,IP,none,0.9947376094852051,33,24,24,0,105.60033326957566
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.20451914976273663468019137333595822122,OK,Axial,Axial,0.9911499698218422,True,Axial,PL,none,0.9917395148709408,32,24,24,0,102.2999999161085
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.11767130706340200574705535810540787764,OK,Coronal,Coronal,0.9858329999585709,True,Coronal,IL,none,0.985289628574179,25,24,24,0,79.20000012512375
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.88329491824702062150385993467207269750,OK,Coronal,Coronal,0.9858329999585709,True,Coronal,IL,none,0.985289628574179,25,24,24,0,79.20000012512375
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.12048301747054909330209652545433803322,OK,Sagittal,Sagittal,0.9989715218134536,True,Sagittal,IP,none,0.9911499696474785,26,24,24,0,82.50000197004613
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.12894102495827986543050177989854606873,OK,Sagittal,Sagittal,0.9989715218134536,True,Sagittal,IP,none,0.9911499696474785,26,24,24,0,82.5000019700466
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.49422652592385966719705189641408974106,OK,Sagittal,Sagittal,0.9989715218134536,True,Sagittal,IP,none,0.9911499696474785,60,24,24,0,88.49919110167906
1.2.826.0.1.3680043.8.498.53579416035647672067965892020505016454,1.2.826.0.1.3680043.8.498.73454446831097813688624398978940726725,OK,Sagittal,Sagittal,0.9989715218134536,True,Sagittal,IP,none,0.9911499696474785,26,24,24,0,82.50000197004681
1.2.826.0.1.3680043.8.498.53587920256280027683523152568832253423,1.2.826.0.1.3680043.8.498.57359392330925735611305756827974079930,OK,Axial,Axial,0.9980047010312507,True,Axial,PL,none,0.99404252697348,40,24,24,0,128.7000868331419
1.2.826.0.1.3680043.8.498.53587920256280027683523152568832253423,1.2.826.0.1.3680043.8.498.87035473995621406361302336538158655551,OK,Coronal,Coronal,0.9951547507977793,True,Coronal,IL,none,0.9949097258837587,41,24,24,0,131.99979261612918
1.2.826.0.1.3680043.8.498.53587920256280027683523152568832253423,1.2.826.0.1.3680043.8.498.95562646799467953380977812799946595053,OK,Sagittal,Sagittal,0.993631972184785,True,Sagittal,IP,none,0.9965244455179576,36,24,24,0,115.4997777058905
1.2.826.0.1.3680043.8.498.53587920256280027683523152568832253423,1.2.826.0.1.3680043.8.498.27211273684520777651232861760249295372,OK,Sagittal,Sagittal,0.993631972184785,True,Sagittal,IP,none,0.9965244455179576,36,24,24,0,115.4997777058905
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,1.2.826.0.1.3680043.8.498.12825597018161625266850058232211180693,OK,Axial,Axial,0.9989822578574113,True,Axial,PL,none,0.9986413767587915,128,24,24,0,76.2000172080176
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,1.2.826.0.1.3680043.8.498.14540854081092695486250662819028313481,OK,Axial,Axial,0.9989822585112401,True,Axial,PL,none,0.9986422210008962,28,24,24,0,89.09997481047043
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,1.2.826.0.1.3680043.8.498.10651848172626159268268719522987143565,OK,Coronal,Coronal,0.9915508594388102,True,Coronal,IL,none,0.992538545045743,31,24,24,0,99.00048196770233
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,1.2.826.0.1.3680043.8.498.56215773020478003398908092045065909924,OK,Sagittal,Sagittal,0.9912372395068725,True,Sagittal,IP,none,0.9922448107660332,31,24,24,0,99.0000154572971
1.2.826.0.1.3680043.8.498.53628897373416863107623485630264501760,1.2.826.0.1.3680043.8.498.87452799272932473646208614256848400410,OK,Sagittal,Sagittal,0.9912372395068725,True,Sagittal,IP,none,0.9922448107660332,31,24,24,0,99.0000045536805
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,1.2.826.0.1.3680043.8.498.11884251985500852320645455360516659720,OK,Axial,Axial,0.9978079001229266,True,Axial,PL,none,0.9978079001229266,28,24,24,0,116.09998415540099
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,1.2.826.0.1.3680043.8.498.55001525560724286909982828831051336347,OK,Coronal,Coronal,0.9928129945331361,True,Coronal,IL,none,0.9923230299746061,30,24,24,0,115.99992762640466
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,1.2.826.0.1.3680043.8.498.97800801257511526052449052743319009590,OK,Coronal,Coronal,0.9928129945331361,True,Coronal,IL,none,0.9923230299746061,30,24,24,0,115.99992762640466
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,1.2.826.0.1.3680043.8.498.13153176526338194713356610523565156051,OK,Sagittal,Sagittal,0.9954687449036395,True,Sagittal,IP,none,0.9965244196464867,26,24,24,0,102.4999292892227
1.2.826.0.1.3680043.8.498.53649895712172408476570770924813501118,1.2.826.0.1.3680043.8.498.61311869154323740886641131873364001944,OK,Sagittal,Sagittal,0.9954687449036395,True,Sagittal,IP,none,0.9965244196464867,26,24,24,0,102.4999292892227
1.2.826.0.1.3680043.8.498.53737349894831365159124471910871800583,1.2.826.0.1.3680043.8.498.46155027986658676975615158756633491768,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,127.600006103515
1.2.826.0.1.3680043.8.498.53737349894831365159124471910871800583,1.2.826.0.1.3680043.8.498.11287796590773782166190535366941025198,OK,Coronal,Coronal,1.0,True,Coronal,IL,none,1.0,28,24,24,0,99.90000152587838
1.2.826.0.1.3680043.8.498.53737349894831365159124471910871800583,1.2.826.0.1.3680043.8.498.99129326571628952254650798362504553371,OK,Sagittal,Sagittal,0.9772942042946839,True,Sagittal,IP,none,0.9772942042946839,30,24,24,0,95.69999892418286
1.2.826.0.1.3680043.8.498.53737349894831365159124471910871800583,1.2.826.0.1.3680043.8.498.10610164835215280190897757349629241615,OK,Sagittal,Sagittal,0.9772942042946839,True,Sagittal,IP,none,0.9772942042946839,30,24,24,0,95.69999892418286
1.2.826.0.1.3680043.8.498.53745429232602455103594227782517963027,1.2.826.0.1.3680043.8.498.67937431632108140573066239225023132853,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,127.6000061035154
1.2.826.0.1.3680043.8.498.53745429232602455103594227782517963027,1.2.826.0.1.3680043.8.498.29125487415979177454867641953115151477,OK,Coronal,Coronal,0.9892946676140679,True,Coronal,IL,none,0.989365394732751,28,24,24,0,99.90000092559185
1.2.826.0.1.3680043.8.498.53745429232602455103594227782517963027,1.2.826.0.1.3680043.8.498.65422926114492082671173500168043959924,OK,Sagittal,Sagittal,0.9997430670727379,True,Sagittal,IP,none,0.9996734361491625,34,24,24,0,108.89999235119313
1.2.826.0.1.3680043.8.498.53745429232602455103594227782517963027,1.2.826.0.1.3680043.8.498.11711966572541975014501800354878170276,OK,Sagittal,Sagittal,0.9997430670727379,True,Sagittal,IP,none,0.9996734361491625,34,24,24,0,108.89999235119313
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,1.2.826.0.1.3680043.8.498.40880849057995270617384982963413898134,OK,Axial,Axial,0.9594841785743855,True,Axial,PL,none,0.962391311086047,20,20,20,0,98.06360838311424
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,1.2.826.0.1.3680043.8.498.76507115982105364553132431017859280991,OK,Axial,Axial,0.9287602891929648,True,Axial,PL,none,0.9273045121960368,12,12,12,0,49.277303964468445
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,1.2.826.0.1.3680043.8.498.28095722693710595149322155126634360398,OK,Coronal,Coronal,0.9613026372553048,True,Coronal,IL,none,0.9576895840735521,20,20,20,0,86.86010229164813
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,1.2.826.0.1.3680043.8.498.30949861515304839918995580690338838155,OK,Coronal,Coronal,0.9613026372553048,True,Coronal,IL,none,0.9576895840735521,20,20,20,0,86.83000539225921
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,1.2.826.0.1.3680043.8.498.65461086794174890322059295456439891443,OK,Sagittal,Sagittal,0.992976223544355,True,Sagittal,IP,none,0.9837185375110067,22,22,22,0,86.01473770227878
1.2.826.0.1.3680043.8.498.53792159922324410857755054939229546555,1.2.826.0.1.3680043.8.498.11309993371646943970624784857279720880,OK,Sagittal,Sagittal,0.992976223544355,True,Sagittal,IP,none,0.9837185375110067,22,22,22,0,91.7358759913436
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1.2.826.0.1.3680043.8.498.18894685625694412305303183224689632925,OK,Axial,Axial,0.9974465946923402,True,Axial,PL,none,0.9801266916208224,38,24,24,0,133.2000946329646
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1.2.826.0.1.3680043.8.498.12871811889674764755429496131879261176,OK,Coronal,Coronal,0.991366507646562,True,Coronal,IL,none,0.990147038776159,30,24,24,0,117.44996182602276
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1.2.826.0.1.3680043.8.498.53150274281709597959493427034478150711,OK,Coronal,Coronal,0.991366507646562,True,Coronal,IL,none,0.990147038776159,30,24,24,0,117.44996182602276
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1.2.826.0.1.3680043.8.498.11499293383042031709396209112360967435,OK,Sagittal,Sagittal,0.9791265584879352,True,Sagittal,IP,none,0.977640850544237,34,24,24,0,98.99997813052323
1.2.826.0.1.3680043.8.498.53797236075631231042400235117445767744,1.2.826.0.1.3680043.8.498.15089327665133691289446302818579253170,OK,Sagittal,Sagittal,0.9791265584879352,True,Sagittal,IP,none,0.977640850544237,34,24,24,0,98.99997813052323
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,1.2.826.0.1.3680043.8.498.38535251036570864297928108288000238999,OK,Axial,Axial,0.988246483236779,True,Axial,PL,none,0.977206152038631,32,24,24,0,119.34990161439852
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,1.2.826.0.1.3680043.8.498.29171287647383874216000568275059018044,OK,Coronal,Coronal,0.9817853852910382,True,Coronal,IL,none,0.9887604133757837,30,24,24,0,95.70027585680093
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,1.2.826.0.1.3680043.8.498.74396420144585983527029914302186287022,OK,Coronal,Coronal,0.9817853852910382,True,Coronal,IL,none,0.9887604133757837,30,24,24,0,95.70027585680093
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,1.2.826.0.1.3680043.8.498.48362575398967737968513280612934224018,OK,Sagittal,Sagittal,0.9992068096555252,True,Sagittal,IP,none,0.9899289120561597,38,24,24,0,101.74946169571439
1.2.826.0.1.3680043.8.498.53884715696186989798696544661396487883,1.2.826.0.1.3680043.8.498.14921322393910937247312585249703109618,OK,Sagittal,Sagittal,0.9992068093640558,True,Sagittal,IP,none,0.9899393227750353,38,24,24,0,101.74989431489026
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,1.2.826.0.1.3680043.8.498.11335585374631648853516480914556681600,OK,Axial,Axial,0.9922334326206945,True,Axial,PL,none,0.9874377519457638,21,21,21,0,135.6324045519681
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,1.2.826.0.1.3680043.8.498.11662175972157576496097094522766008171,OK,Coronal,Coronal,0.9900058182341394,True,Coronal,IL,none,0.9937213947214548,17,17,17,0,85.93705945258904
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,1.2.826.0.1.3680043.8.498.12934823928605245289311401993277572526,OK,Coronal,Coronal,0.9900058182341394,True,Coronal,IL,none,0.9937213947214548,15,15,15,0,77.56790487119753
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,1.2.826.0.1.3680043.8.498.64328063167434438509041913889700778143,OK,Sagittal,Sagittal,0.9957135864264753,True,Sagittal,IP,none,0.9964132062725354,20,20,20,0,91.47036792743063
1.2.826.0.1.3680043.8.498.53893586200869613140666806653041177558,1.2.826.0.1.3680043.8.498.11062063881300773140600251441362629614,OK,Sagittal,Sagittal,0.9957135864264753,True,Sagittal,IP,none,0.9964132062725354,20,20,20,0,92.65237160506311
1.2.826.0.1.3680043.8.498.53901077733518036755308692304268815965,1.2.826.0.1.3680043.8.498.23912097805930675658873723815830502909,OK,Axial,Axial,0.9995437538132348,True,Axial,PL,none,0.9759886740467941,38,24,24,0,133.19997630103953
1.2.826.0.1.3680043.8.498.53901077733518036755308692304268815965,1.2.826.0.1.3680043.8.498.87042875701482816251592108192128574261,OK,Coronal,Coronal,0.9825890894097137,True,Coronal,IL,none,0.9816747371467879,36,24,24,0,125.99990323417187
