StudyInstanceUID,SeriesIndex,SeriesInstanceUID,NumberOfSlices,Rows,Columns,PixelSpacing,SliceThickness,SpacingBetweenSlices,ComputedMedianSliceSpacing,ImageOrientationPatient,AnatomicalPlane,SeriesDescription,SequenceName,ScanningSequence,SequenceVariant,Manufacturer,ManufacturerModelName,MagneticFieldStrength,EchoTime,RepetitionTime,FlipAngle,Is_PD,Is_T1,Is_T2,Is_Fat_Suppressed,Is_Sagittal,Is_Coronal,Is_Axial
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,3,1.2.826.0.1.3680043.8.498.18449110770459991745936951397216109055,30,1024,1024,"[0.1465, 0.1465]",3,4,4.000007418404241,"[0.99323, -0.11618, 0.0, -0.0, -0.0, -1.0]",Coronal,DummySeriesDesc!,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Architect,3,27.24,2282,142.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,4,1.2.826.0.1.3680043.8.498.42927162914563423947167748937620376779,30,1024,1024,"[0.1465, 0.1465]",3,4,3.9999946511722726,"[0.99147, -0.13033, 0.00266, 0.13011, 0.99066, 0.04069]",Axial,DummySeriesDesc!,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Architect,3,32.288,2132,142.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,5,1.2.826.0.1.3680043.8.498.43772087715797110907700007293827052431,28,1024,1024,"[0.1465, 0.1465]",3,4,3.9999830876093796,"[0.118, 0.99301, 0.0, -0.0, -0.0, -1.0]",Sagittal,DummySeriesDesc!,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Architect,3,66.456,5263,142.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,6,1.2.826.0.1.3680043.8.498.50541620645720855824205648399443392422,130,512,512,"[0.3906, 0.3906]",1.96,1,1.000003140412197,"[0.15447, 0.988, 0.0, -0.0, -0.0, -1.0]",Sagittal,DummySeriesDesc!,,RM,NONE,GE MEDICAL SYSTEMS,SIGNA Architect,3,0.016,614.443,1.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,7,1.2.826.0.1.3680043.8.498.78694137355734392084709645092123826539,130,512,512,"[0.3906, 0.3906]",1.96,1,1.000003140412197,"[0.15447, 0.988, 0.0, -0.0, -0.0, -1.0]",Sagittal,DummySeriesDesc!,,RM,NONE,GE MEDICAL SYSTEMS,SIGNA Architect,3,0.016,614.443,1.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,8,1.2.826.0.1.3680043.8.498.91788561458986377357724485302758393770,28,1024,1024,"[0.1465, 0.1465]",3,4,3.9999839877792738,"[0.118, 0.99301, 0.0, -0.0, -0.0, -1.0]",Sagittal,DummySeriesDesc!,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Architect,3,31.168,2243,142.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.17844546765907321649997094867791102711,9,1.2.826.0.1.3680043.8.498.95606550916008567790627612199625980395,30,1024,1024,"[0.1465, 0.1465]",3,4,4.000007418404241,"[0.99323, -0.11618, 0.0, -0.0, -0.0, -1.0]",Coronal,DummySeriesDesc!,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Architect,3,27.24,2282,142.0,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.18392509497170616983977319528036573378,1,1.2.826.0.1.3680043.8.498.26020146442472659078480945124844158460,27,256,256,"[0.703125, 0.703125]",3,3.6,3.6000000647856836,"[0.98906351638401, 0.14749020495645, 2.9331957e-08, 0.00100583311867, -0.0067448784837, -0.9999767471866]",Coronal,t1_tse_cor_320,*tse2d1_4,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,19,645,150,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.18392509497170616983977319528036573378,2,1.2.826.0.1.3680043.8.498.30573310138109979980328563769756776360,30,320,320,"[0.5625, 0.5625]",3,3.3,3.299999988364135,"[0.98628124284677, 0.1650615926377, 0.00199515526475, -0.1650468444924, 0.98626686065023, -0.0061007135844]",Axial,t2_pd_fs_TRA,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,30,3520,150,1,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.18392509497170616983977319528036573378,3,1.2.826.0.1.3680043.8.498.47417363768929649365837124498379339352,30,256,256,"[0.703125, 0.703125]",3,3.3,3.299997750383625,"[-0.1495354644128, 0.98875636275214, 0.0, 0.0, 0.0, -1.0]",Sagittal,t1_tse_sag_320,*tse2d1_4,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,19,691,150,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.18392509497170616983977319528036573378,4,1.2.826.0.1.3680043.8.498.54971859142466406163844002076964794013,30,320,320,"[0.5625, 0.5625]",3,3.3,3.3000001514236743,"[-0.14953497327, 0.98875643703045, 4.409887e-09, 0.00517357485107, 0.00078243211161, -0.9999863108679]",Sagittal,pd_tse_fs_sag_320,*tse2d1_10,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,32,3950,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.18392509497170616983977319528036573378,5,1.2.826.0.1.3680043.8.498.99983693114250264488966342808044947409,27,320,320,"[0.5625, 0.5625]",3,3.6,3.6000000647856836,"[0.98906351638401, 0.14749020495645, 2.9331957e-08, 0.00100583311867, -0.0067448784837, -0.9999767471866]",Coronal,pd_tse_fs_cor_320,*tse2d1_10,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,32,3550,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.22109739962224309418874538994436903404,1,1.2.826.0.1.3680043.8.498.12149801966763404687544209324060987440,40,320,320,"[0.5625, 0.5625]",3,3.6,3.6000013733309544,"[0.96221524875747, 0.27223960206444, 0.00523585011305, 0.00315617651593, 0.00807645940488, -0.9999624039699]",Coronal,COR T1,*se2d1,SE,"['SP', 'OSP']",SIEMENS,Biograph_mMR,3,16,520,57,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.22109739962224309418874538994436903404,2,1.2.826.0.1.3680043.8.498.13067309220254856807615606366007869221,34,320,320,"[0.5625, 0.5625]",3.2999999523163,3.96,3.960000269948651,"[-0.2990415132274, 0.95424010257725, -1.4613171e-08, -0.0008535974579, -0.0002675172506, -0.9999995999029]",Sagittal,SAG T2 FS,*tse2d1_14,SE,"['SK', 'SP', 'OSP']",SIEMENS,Biograph_mMR,3,67,3530,128,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.22109739962224309418874538994436903404,3,1.2.826.0.1.3680043.8.498.48895343607454002164603680016381270063,40,320,320,"[0.5625, 0.5625]",3,3.6,3.6000013733309544,"[0.96221524875747, 0.27223960206444, 0.00523585011305, 0.00315617651593, 0.00807645940488, -0.9999624039699]",Coronal,COR T2 FS,*tse2d1_14,SE,"['SK', 'SP', 'OSP']",SIEMENS,Biograph_mMR,3,68,3800,140,0,0,1,1,0,1,0
1.2.826.0.1.3680043.8.498.22109739962224309418874538994436903404,4,1.2.826.0.1.3680043.8.498.52627968695314286677230767737762639225,34,320,320,"[0.5625, 0.5625]",3.2999999523163,3.96,3.960000269948651,"[-0.2990415132274, 0.95424010257725, -1.4613171e-08, -0.0008535974579, -0.0002675172506, -0.9999995999029]",Sagittal,SAG PD NON FS,*tse2d1_8,SE,"['SK', 'SP', 'OSP']",SIEMENS,Biograph_mMR,3,25,2300,152,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.22109739962224309418874538994436903404,5,1.2.826.0.1.3680043.8.498.71247426330737891374731581744560399312,40,256,256,"[0.703125, 0.703125]",3.5,4.2,4.199999533073843,"[0.98228725175801, 0.18738102379188, 0.00032704191292, -0.1873813091899, 0.98228575564939, 0.00171441377648]",Axial,AX T2 FS,*tse2d1_14,SE,"['SK', 'SP', 'OSP']",SIEMENS,Biograph_mMR,3,64,3500,128,0,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.25695966186129395049687747156570466645,1,1.2.826.0.1.3680043.8.498.16014775672714479586841217424844144524,18,640,640,"[0.265625, 0.265625]",4,4.6,4.599997540249866,"[0.99989881801295, -0.01422510936, 1.188955618e-10, 0.00118427214897, 0.08324380315922, -0.9965285077383]",Coronal,t1_se_cor_384,*se2d1,SE,"['SP', 'OSP']",SIEMENS,SonataVision,1.5,14,456,90,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.25695966186129395049687747156570466645,2,1.2.826.0.1.3680043.8.498.36118508777211385472312430441958848682,19,384,384,"[0.390625, 0.390625]",4,4.8,4.80000034973844,"[0.99984262786522, -0.0177403354976, -5.22390499e-11, 0.00144653306147, 0.08152638769071, -0.9966701338217]",Coronal,pd_tse_fs_cor_np,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,14,3500,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.25695966186129395049687747156570466645,3,1.2.826.0.1.3680043.8.498.63466424699491742629609330316020998307,19,384,384,"[0.390625, 0.390625]",4,5,5.0,"[1.0, -2.0510349e-10, 0.0, 2.051034897e-10, 1.0, 0.0]",Axial,pd_tse_fs_tra_np,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,14,3500,150,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.25695966186129395049687747156570466645,4,1.2.826.0.1.3680043.8.498.96414939296600703610899289700780546771,19,384,384,"[0.41666666666667, 0.41666666666667]",4,5,5.0,"[0.0, 1.0, 0.0, 0.0, 0.0, -1.0]",Sagittal,pd_tse_fs_sag_np,*tse2d1_5,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,41,2000,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.26790702379506190936834447203448882465,1,1.2.826.0.1.3680043.8.498.10841555934521578415607333181263233138,30,448,448,"[0.3571428656578, 0.3571428656578]",4,4.4,4.400000333786,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",Axial,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,35,2472.38842773437,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.26790702379506190936834447203448882465,2,1.2.826.0.1.3680043.8.498.11361238702894937883953390052085014194,28,512,512,"[0.3125, 0.3125]",3.2,3.7,3.6999996849065013,"[0.98839521408081, -0.1519042104482, 0.0, 0.0, 0.0, -1.0]",Coronal,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,35,2307.5654296875,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.26790702379506190936834447203448882465,3,1.2.826.0.1.3680043.8.498.76639110060009477040774057211843609294,28,512,512,"[0.31124749779701, 0.31124749779701]",3,3.3,3.2999993711131097,"[-0.2112555652856, 0.97743088006973, 0.0, 0.0, 0.0, -1.0]",Sagittal,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,15,664.615783691406,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.26790702379506190936834447203448882465,4,1.2.826.0.1.3680043.8.498.94882074570038908340209357507037939938,28,512,512,"[0.31124749779701, 0.31124749779701]",3,3.3,3.2999993711131097,"[-0.2112555652856, 0.97743088006973, 0.0, 0.0, 0.0, -1.0]",Sagittal,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,35,2445.3212890625,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,1,1.2.826.0.1.3680043.8.498.17611332847226601740186107923664950771,27,512,512,"[0.3516, 0.3516]",3.5,4.5,4.500011569825181,"[0.999088, -0.0426956, -0.000640893, 0.0426338, 0.996478, 0.0722059]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,11.28,540,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,2,1.2.826.0.1.3680043.8.498.40175815168544280787064836169050383117,26,512,512,"[0.3906, 0.3906]",3,4,3.9999674134000003,"[-0.0680259, 0.997684, 0.0, -0.0, -0.0, -1.0]",Sagittal,,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,85.752,4420,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,3,1.2.826.0.1.3680043.8.498.47805453452773251051087617080685747579,28,512,512,"[0.3711, 0.3711]",3,4,3.999999294373673,"[0.993586, -0.112765, -0.00842305, 0.00936925, 0.156409, -0.987648]",Coronal,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,11.36,540,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,4,1.2.826.0.1.3680043.8.498.52966130058305317432166084275691469532,28,512,512,"[0.3711, 0.3711]",3,4,3.999999294373673,"[0.993586, -0.112765, -0.00842305, 0.00936925, 0.156409, -0.987648]",Coronal,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.384,2760,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,5,1.2.826.0.1.3680043.8.498.57952016660464582538662197640603722688,26,512,512,"[0.3906, 0.3906]",3,4,3.9999674134000003,"[-0.068026, 0.997684, 0.0, -0.0, -0.0, -1.0]",Sagittal,,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,33.572,2560,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,6,1.2.826.0.1.3680043.8.498.90127119301181531941224430342751992150,27,512,512,"[0.3516, 0.3516]",3.5,4.5,4.500011569825181,"[0.999088, -0.0426956, -0.000640893, 0.0426338, 0.996478, 0.0722059]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,87.696,4520,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.27437263843446879932281897446100134924,7,1.2.826.0.1.3680043.8.498.93781959954444342274739507690603815285,27,512,512,"[0.3516, 0.3516]",3.5,4.5,4.500011569825181,"[0.999088, -0.0426956, -0.000640893, 0.0426338, 0.996478, 0.0722059]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.104,2600,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.28925345859498351203477642741908452608,1,1.2.826.0.1.3680043.8.498.11438210485488424020029704142703549114,27,256,256,"[0.703125, 0.703125]",3,3.6,3.599999975669988,"[0.99483393925441, -0.1015156801068, -3.3913366e-08, 0.00529719844951, 0.051911849107, -0.9986376217682]",Coronal,t1_tse_cor_320,*tse2d1_4,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,19,645,150,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.28925345859498351203477642741908452608,2,1.2.826.0.1.3680043.8.498.48669435010734548926088990885351646056,27,320,320,"[0.5625, 0.5625]",3,3.6,3.599999975669988,"[0.99483393925441, -0.1015156801068, -3.3913366e-08, 0.00529719844951, 0.051911849107, -0.9986376217682]",Coronal,pd_tse_fs_cor_320,*tse2d1_10,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,32,3550,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.28925345859498351203477642741908452608,3,1.2.826.0.1.3680043.8.498.75206601760489455412268202126310236834,30,320,320,"[0.5625, 0.5625]",3,3.3,3.2999989903760962,"[-0.3140465005977, 0.94940760238283, 6.678445e-09, 0.00436544171503, 0.0014440145298, -0.9999894288145]",Sagittal,pd_tse_fs_sag_320,*tse2d1_10,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,32,3950,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.28925345859498351203477642741908452608,4,1.2.826.0.1.3680043.8.498.88416925277894891378549723681135749833,30,256,256,"[0.703125, 0.703125]",3,3.3,3.2999989903760962,"[-0.3140465005977, 0.94940760238283, 6.678445e-09, 0.00436544171503, 0.0014440145298, -0.9999894288145]",Sagittal,t1_tse_sag_320,*tse2d1_4,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,19,691,150,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.28925345859498351203477642741908452608,5,1.2.826.0.1.3680043.8.498.94669021678379211035121750893811429094,30,320,320,"[0.5625, 0.5625]",3,3.3,3.300000008304652,"[0.98278213100654, -0.1823864320645, -0.0295714790467, 0.18214792772698, 0.98321410131497, -0.0105907223629]",Axial,t2_pd_fs_TRA,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,Aera,1.5,30,3520,150,1,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.29764868091238287072166823522853419550,1,1.2.826.0.1.3680043.8.498.10554209211078193916454348670841484936,35,512,512,"[0.3125, 0.3125]",3,3.3,3.2999985003312773,"[0.24439774453639, 0.96967250108718, 0.00223398371599, 0.00914038904011, 6.4215327499e-11, -0.999958217144]",Sagittal,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,35,3143.97900390625,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.29764868091238287072166823522853419550,2,1.2.826.0.1.3680043.8.498.77755509181820937582475082973876194850,35,512,512,"[0.3125, 0.3125]",3,3.3,3.2999985003312773,"[0.24439774453639, 0.96967250108718, 0.00223398371599, 0.00914038904011, 6.4215327499e-11, -0.999958217144]",Sagittal,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,15,664.615783691406,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.29764868091238287072166823522853419550,3,1.2.826.0.1.3680043.8.498.92228187778325854441966465668223187813,30,512,512,"[0.3125, 0.3125]",4,4.4,4.400000252688987,"[0.99995821714401, -1.156715074e-16, 0.00914038904011, 1.1454901678e-16, 1.0, 1.2332828828e-16]",Axial,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,30,2472.38842773437,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.29764868091238287072166823522853419550,4,1.2.826.0.1.3680043.8.498.93049579888925063520771775891465039949,30,512,512,"[0.31449162960052, 0.31449162960052]",3.2,3.7,3.7000011464490825,"[0.9974992275238, -0.070086620748, 0.00911791156977, 0.00914038904011, 1.8382002517e-11, -0.999958217144]",Coronal,DummySeriesDesc!,,SE,SK,Philips Medical Systems,Ingenia,3,35,2472.37939453125,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.30246079718471552972130572444383079911,1,1.2.826.0.1.3680043.8.498.10125030789765676430404935648431987209,31,512,512,"[0.332, 0.332]",4,4.5,4.500006796827648,"[0.9639687700119, -0.2501121797725, 0.0905986091023, 0.1452553222768, 0.2095773694029, -0.9669427168061]",Coronal,R- CORPD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,33.048,2291,160,1,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.30246079718471552972130572444383079911,2,1.2.826.0.1.3680043.8.498.12908352013592575797593984722778976470,32,512,512,"[0.332, 0.332]",4,4.5,4.500023841266273,"[0.9668680665651, -0.240385260928, 0.0859131432624, 0.2197545550637, 0.9550308836599, 0.1990576468878]",Axial,R- Ax PD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,41.4,4047,160,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.30246079718471552972130572444383079911,3,1.2.826.0.1.3680043.8.498.13364655615747190896475164649441911015,20,512,512,"[0.332, 0.332]",4,4.5,4.499955272708789,"[0.1875463605728, 0.958361391582, 0.2153364942618, 0.1327413700551, 0.1924871436828, -0.9722800153211]",Sagittal,R SAG T1 FSE,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,12.816,416,160,0,1,0,1,1,0,0
1.2.826.0.1.3680043.8.498.30246079718471552972130572444383079911,4,1.2.826.0.1.3680043.8.498.73098240504448530683336388041967650671,20,512,512,"[0.332, 0.332]",4,4.5,4.499955272708789,"[0.1875463605728, 0.958361391582, 0.2153364942618, 0.1327413810771, 0.1924871433961, -0.972280013873]",Sagittal,R- Sag PD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,44.316,2641,160,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.30246079718471552972130572444383079911,5,1.2.826.0.1.3680043.8.498.75078392068446053207082784619084087737,31,512,512,"[0.332, 0.332]",4,4.5,4.500006872221668,"[0.9639686674646, -0.2501123788332, 0.0905991506637, 0.1452558127855, 0.2095771264279, -0.9669426957841]",Coronal,R Cor T1 FSE,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,12.948,672,160,0,1,0,1,0,1,0
1.2.826.0.1.3680043.8.498.32321830776739689645700555055955725945,1,1.2.826.0.1.3680043.8.498.11606608801399746595082769699005627633,19,384,384,"[0.41666666666667, 0.41666666666667]",4,4.8,4.800000098907262,"[0.12328326948793, 0.99237152088538, -1.70888698e-08, -0.0094325327997, 0.00117179541183, -0.9999548260899]",Sagittal,pd_tse_fs_sag_np,*tse2d1_5,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,41,2000,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.32321830776739689645700555055955725945,2,1.2.826.0.1.3680043.8.498.12475417103671366572286789031735364146,19,384,384,"[0.390625, 0.390625]",4,4.8,4.80000002346431,"[0.97907977141097, -0.2034767829848, 7.242166297e-09, 0.0058662540872, 0.02822692293109, -0.9995843275506]",Coronal,pd_tse_fs_cor_np,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,14,3500,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.32321830776739689645700555055955725945,3,1.2.826.0.1.3680043.8.498.49657487656121528921826247613085032325,23,512,384,"[0.3515625, 0.3515625]",3,3.9,3.899999280680589,"[0.12328326948793, 0.99237152088538, -1.70888698e-08, -0.0094325327997, 0.00117179541183, -0.9999548260899]",Sagittal,t2_me2d_sag,*me2d1r3,GR,SP,SIEMENS,SonataVision,1.5,26,530,30,0,0,1,0,1,0,0
1.2.826.0.1.3680043.8.498.32321830776739689645700555055955725945,4,1.2.826.0.1.3680043.8.498.50913141053163525352129511543598198843,25,384,384,"[0.36458333333333, 0.36458333333333]",4,5.2,5.200000048261985,"[0.97349493499182, -0.226810076675, -0.0294074933296, 0.22653937163323, 0.97392464983867, -0.0122755666525]",Axial,pd_tse_fs_tra_np,*tse2d1_9,SE,"['SK', 'SP', 'OSP']",SIEMENS,SonataVision,1.5,14,4000,150,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.32321830776739689645700555055955725945,5,1.2.826.0.1.3680043.8.498.81084171603553369816257504401663206753,20,640,512,"[0.25, 0.25]",4,4.8,4.800000037211269,"[0.97907977141097, -0.2034767829848, 7.242166297e-09, 0.0058662540872, 0.02822692293109, -0.9995843275506]",Coronal,t1_se_cor_384,*se2d1,SE,"['SP', 'OSP']",SIEMENS,SonataVision,1.5,14,494,90,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.37040910196459054543310335064167212742,1,1.2.826.0.1.3680043.8.498.11346752304545486573030012081876361522,22,512,512,"[0.332, 0.332]",4,,4.999990923601894,"[0.999412, 0.0287499, -0.0186657, -0.0258007, 0.989449, 0.142563]",Axial,Ax T2 FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.37040910196459054543310335064167212742,2,1.2.826.0.1.3680043.8.498.12399012553798337275965661635192029323,21,512,512,"[0.332, 0.332]",4,,4.400010169949329,"[-0.024361, 0.999698, 0.0032871, -0.0191025, 0.00282193, -0.999814]",Sagittal,Sag PD FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.37040910196459054543310335064167212742,3,1.2.826.0.1.3680043.8.498.22306721889799850550972691123555559051,20,512,512,"[0.3516, 0.3516]",4,,4.39996804626854,"[0.998976, 0.0379889, -0.024577, -0.0308195, 0.173631, -0.984328]",Coronal,Cor T2 FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,0,1,1,0,1,0
1.2.826.0.1.3680043.8.498.37040910196459054543310335064167212742,4,1.2.826.0.1.3680043.8.498.23174969622873816054521935098776352184,21,512,512,"[0.332, 0.332]",4,,4.400010053030039,"[-0.024361, 0.999698, 0.00328706, -0.0191015, 0.00282193, -0.999814]",Sagittal,Sag T1,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.37040910196459054543310335064167212742,5,1.2.826.0.1.3680043.8.498.67342613844951530442958907069516033124,21,512,512,"[0.332, 0.332]",4,,4.400010064596811,"[-0.0243607, 0.999698, 0.0032871, -0.019102, 0.00282202, -0.999814]",Sagittal,Sag T2 FS,,,None,GE MEDICAL SYSTEMS,Optima MR450w,,,,,0,0,1,1,1,0,0
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,1,1.2.826.0.1.3680043.8.498.10917225783091709760242231737882484221,32,384,348,"[0.416667, 0.416667]",3,3.3,3.2999944856200587,"[0.995114, -0.0253071, 0.0954326, 0.0943883, -0.0396702, -0.994745]",Coronal,pd_tse_fs_cor_384,*tseR2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,25,3400,180,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,2,1.2.826.0.1.3680043.8.498.13144206930098313641221403308323266222,33,384,384,"[0.416667, 0.416667]",3,3.3,3.2999922631011778,"[0.0766423, 0.997046, 0.00503776, 0.0967124, -0.00240523, -0.995309]",Sagittal,pd_tse_fs_sag_384,*tse2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,44,3410,180,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,3,1.2.826.0.1.3680043.8.498.36923468181159701148339847602169721829,33,384,384,"[0.416667, 0.416667]",3,3.3,3.2999922950938263,"[0.0766423, 0.997046, 0.00503776, 0.0967125, -0.00240524, -0.995309]",Sagittal,t1_tse_sag_384,*tse2d1_2,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,12,570,180,0,1,0,0,1,0,0
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,4,1.2.826.0.1.3680043.8.498.43759038523990610121401841788711871477,32,384,384,"[0.416667, 0.416667]",3,3.3,3.2999941694070847,"[0.995114, -0.0253071, 0.0954326, 0.0943883, -0.0396702, -0.994745]",Coronal,pd_tse_cor_384,*tse2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,44,2770,180,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,5,1.2.826.0.1.3680043.8.498.62241028832981711826910629867693998502,36,320,300,"[0.5125, 0.5125]",3,3.3,3.300021881489542,"[0.991991, -0.0721495, 0.103673, 0.0712808, 0.997383, 0.0120645]",Axial,pd_tse_fs_tra_320,*tseR2d1rr7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,36,4340,180,1,0,0,1,0,0,1
